2026-06-26 14:39:07.937 | DEBUG    | graph.redis_checkpoint:get:162 - [Memory] Checkpoint 已加载: ksagent:memory:sess_admin_d1e43e5700df
2026-06-26 14:39:07.939 | DEBUG    | graph.redis_checkpoint:get:162 - [Memory] Checkpoint 已加载: ksagent:memory:sess_admin_d1e43e5700df
INFO:     127.0.0.1:22760 - "GET /api/v1/sessions/sess_admin_d1e43e5700df HTTP/1.1" 200 OK
2026-06-26 14:39:17.287 | INFO     | skills.kb.service:__init__:54 - 初始化 KB Service: collection=safety_regulations, device=cuda:0
2026-06-26 14:39:17.314 | INFO     | skills.kb.service:__init__:63 - KB Service 初始化完成（模型延迟加载）
INFO:     127.0.0.1:22774 - "GET /kb/groups HTTP/1.1" 200 OK
INFO:     127.0.0.1:22788 - "GET /kb/documents HTTP/1.1" 200 OK
INFO:     127.0.0.1:22800 - "GET /healthz HTTP/1.1" 200 OK
INFO:     127.0.0.1:22792 - "GET /kb/stats HTTP/1.1" 200 OK
2026-06-26 14:47:52.275 | DEBUG    | graph.redis_checkpoint:get:162 - [Memory] Checkpoint 已加载: ksagent:memory:sess_admin_d1e43e5700df
2026-06-26 14:47:52.276 | DEBUG    | graph.redis_checkpoint:get:162 - [Memory] Checkpoint 已加载: ksagent:memory:sess_admin_c43e13691cdd
2026-06-26 14:47:52.279 | DEBUG    | graph.redis_checkpoint:get:162 - [Memory] Checkpoint 已加载: ksagent:memory:sess_kszn_4d38e002e164
2026-06-26 14:47:52.284 | DEBUG    | graph.redis_checkpoint:get:162 - [Memory] Checkpoint 已加载: ksagent:memory:sess_default_142f40fe0f6f
2026-06-26 14:47:52.285 | DEBUG    | graph.redis_checkpoint:get:162 - [Memory] Checkpoint 已加载: ksagent:memory:sess_default_6788f361b103
2026-06-26 14:47:52.286 | DEBUG    | graph.session_manager:list_sessions:80 - [SessionManager] 列出 5 个会话
INFO:     127.0.0.1:52468 - "GET /api/v1/sessions?user_id=admin HTTP/1.1" 200 OK
2026-06-26 14:47:52.316 | DEBUG    | graph.redis_checkpoint:get:162 - [Memory] Checkpoint 已加载: ksagent:memory:sess_admin_d1e43e5700df
2026-06-26 14:47:52.317 | DEBUG    | graph.redis_checkpoint:get:162 - [Memory] Checkpoint 已加载: ksagent:memory:sess_admin_d1e43e5700df
INFO:     127.0.0.1:52468 - "GET /api/v1/sessions/sess_admin_d1e43e5700df HTTP/1.1" 200 OK
